Viewer_ID,Month_Year,Age_Group,Gender,Region,Channel_Watched,Anchor_Name,News_Category,Consumption_Frequency,News_Verdict,TRP_Score,Sensationalism_Score,Fake_Units_Consumed,Authentic_Units_Consumed,Sentiment_Score,Trust_Score,Knowledge_Accuracy_Pct
VWR2166,Dec-2024,41-60,Male,West,NDTV,Ravish Kumar,Crime,Daily,Authentic,6.7,4.7,0,4,3.51,6.5,92.2
VWR2167,Dec-2024,41-60,Female,South,News18,Amish Devgan,Politics,Daily,Authentic,6.6,7.0,0,6,3.13,7.8,86.2
VWR2168,Nov-2024,26-40,Male,East,Republic TV,Arnab Goswami,Crime,Daily,Fake,10.0,9.9,6,0,-4.44,3.5,51.2
VWR2169,Apr-2025,26-40,Male,South,News18,Amish Devgan,Crime,Weekly,Fake,6.9,6.2,8,0,-2.99,4.0,41.6
VWR2170,Nov-2023,41-60,Male,Central,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,8.7,9.2,7,0,-2.78,2.5,50.6
VWR2171,Sep-2022,60+,Male,West,News18,Amish Devgan,Economy,Weekly,Authentic,7.5,7.2,1,4,2.59,7.5,64.9
VWR2172,Oct-2024,26-40,Other,West,Republic TV,Arnab Goswami,Economy,Daily,Fake,9.8,8.9,7,1,-2.28,4.0,45.7
VWR2173,Jun-2023,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Health,Daily,Fake,8.6,8.2,6,1,-1.1,2.7,40.5
VWR2174,Apr-2023,60+,Female,East,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.3,4.7,0,6,3.48,8.0,84.9
VWR2175,Aug-2024,41-60,Other,South,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Authentic,8.7,9.1,0,7,3.52,6.1,80.9
VWR2176,Apr-2024,60+,Female,Central,Zee News/WION,Palki Sharma,Politics,Weekly,Fake,6.7,4.0,3,1,-0.53,7.2,75.1
VWR2177,Aug-2024,26-40,Other,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,9.1,8.5,0,3,2.51,5.6,69.6
VWR2178,Jun-2023,60+,Female,North,News18,Amish Devgan,Politics,Occasional,Misleading,7.0,7.5,2,1,1.33,4.2,65.7
VWR2179,Aug-2025,41-60,Male,South,News18,Amish Devgan,Politics,Daily,Authentic,7.3,6.6,1,5,2.44,6.8,68.2
VWR2180,Oct-2024,18-25,Female,North,Times Now,Navika Kumar,Politics,Weekly,Misleading,8.0,8.2,3,3,1.14,6.4,61.5
VWR2181,May-2024,60+,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Misleading,8.9,8.1,2,3,0.51,6.2,76.0
VWR2182,Sep-2023,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Economy,Daily,Fake,8.9,8.3,4,0,-0.84,3.7,51.8
VWR2183,Jan-2022,26-40,Female,East,Republic TV,Arnab Goswami,Politics,Occasional,Fake,8.4,8.7,6,1,-3.88,3.6,37.0
VWR2184,Apr-2023,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Economy,Weekly,Fake,7.4,10.0,6,1,-1.13,4.0,38.8
VWR2185,Sep-2024,18-25,Female,West,News18,Amish Devgan,Politics,Daily,Authentic,7.2,7.9,1,9,3.55,8.7,93.8
VWR2186,Sep-2023,26-40,Female,South,NDTV,Ravish Kumar,Politics,Weekly,Authentic,5.8,2.8,0,7,5.0,8.0,89.4
VWR2187,Nov-2024,41-60,Male,East,NDTV,Ravish Kumar,Crime,Daily,Authentic,5.5,4.4,0,5,4.99,8.1,72.0
VWR2188,Mar-2024,18-25,Female,North,Zee News/WION,Palki Sharma,Health,Weekly,Authentic,6.6,5.2,1,3,1.33,6.6,68.5
VWR2189,Aug-2023,26-40,Male,Central,Zee News/WION,Palki Sharma,Politics,Daily,Fake,6.5,5.2,8,0,-1.53,3.8,31.8
VWR2190,Jul-2024,18-25,Male,South,News18,Amish Devgan,Politics,Occasional,Misleading,7.6,7.2,2,1,2.09,6.2,65.0
VWR2191,Apr-2023,26-40,Female,South,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,8.7,8.2,9,1,-3.09,2.2,40.6
VWR2192,Feb-2023,41-60,Male,South,NDTV,Ravish Kumar,Politics,Daily,Misleading,5.4,3.8,1,3,2.55,7.9,76.9
VWR2193,Dec-2025,41-60,Female,South,News18,Amish Devgan,Health,Daily,Fake,7.5,7.1,5,0,-1.82,2.7,47.7
VWR2194,Aug-2024,60+,Female,North,Times Now,Navika Kumar,Crime,Daily,Fake,7.1,8.3,5,1,-1.0,3.6,51.4
VWR2195,May-2025,41-60,Male,South,Republic TV,Arnab Goswami,Politics,Weekly,Fake,9.5,8.5,4,1,-0.35,4.3,56.3
VWR2196,Aug-2024,26-40,Female,West,Times Now,Rahul Shivshankar,Economy,Daily,Misleading,7.3,8.4,2,1,-1.44,3.9,68.2
VWR2197,Feb-2022,60+,Female,West,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.2,7.1,4,0,-1.35,6.1,62.5
VWR2198,Sep-2025,41-60,Male,South,Zee News/WION,Palki Sharma,Health,Daily,Authentic,6.5,5.2,1,4,2.24,6.6,67.2
VWR2199,Oct-2023,26-40,Male,South,Times Now,Navika Kumar,Health,Weekly,Misleading,7.2,7.5,4,2,-0.88,4.4,52.4
VWR2200,Jan-2025,41-60,Female,West,Times Now,Rahul Shivshankar,Economy,Weekly,Authentic,7.7,6.7,0,9,4.64,7.9,100.0
VWR2201,May-2023,60+,Male,North,NDTV,Ravish Kumar,Crime,Occasional,Authentic,5.7,4.2,1,4,1.87,7.9,67.0
VWR2202,Aug-2024,41-60,Female,Central,Republic TV,Arnab Goswami,Crime,Occasional,Misleading,8.3,7.3,4,1,0.53,5.4,42.1
VWR2203,Feb-2025,26-40,Male,North,Times Now,Rahul Shivshankar,Politics,Occasional,Misleading,7.3,6.6,3,2,-0.04,5.2,54.9
VWR2204,May-2023,41-60,Female,East,Republic TV,Arnab Goswami,Health,Weekly,Fake,9.6,8.8,9,1,-3.88,3.2,33.1
VWR2205,Oct-2024,18-25,Female,East,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,6.4,4.0,1,6,3.6,8.4,78.2
VWR2206,Jul-2022,26-40,Male,East,NDTV,Ravish Kumar,Crime,Weekly,Misleading,5.7,3.3,3,3,1.1,6.0,66.5
VWR2207,May-2024,26-40,Female,West,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Misleading,9.2,9.1,1,2,1.36,5.1,65.7
VWR2208,May-2023,18-25,Female,North,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.1,5.6,1,7,3.73,7.4,82.7
VWR2209,Dec-2023,18-25,Female,South,Aaj Tak,Anjana Om Kashyap,Economy,Weekly,Misleading,7.9,9.0,3,1,-0.02,3.3,43.1
VWR2210,Aug-2022,18-25,Female,East,NDTV,Ravish Kumar,Economy,Daily,Authentic,5.7,3.0,1,7,5.0,8.9,90.3
VWR2211,Nov-2023,41-60,Female,West,Zee News/WION,Palki Sharma,Crime,Weekly,Authentic,6.3,5.3,1,6,2.71,8.4,86.9
VWR2212,Sep-2024,41-60,Female,North,Zee News/WION,Palki Sharma,Crime,Daily,Fake,6.0,5.1,9,0,-3.21,4.0,27.5
VWR2213,May-2024,60+,Female,West,Republic TV,Arnab Goswami,Politics,Weekly,Fake,9.1,10.0,4,1,-1.02,2.0,53.7
VWR2214,Jul-2023,26-40,Female,South,NDTV,Ravish Kumar,Economy,Weekly,Authentic,6.0,4.1,1,4,1.99,7.2,76.2
VWR2215,May-2022,26-40,Male,North,News18,Amish Devgan,Politics,Occasional,Authentic,7.0,7.5,1,8,4.57,6.9,97.4
VWR2216,Jan-2025,60+,Other,West,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,8.9,8.1,7,0,-3.18,4.7,38.8
VWR2217,Nov-2023,18-25,Male,North,Zee News/WION,Palki Sharma,Health,Occasional,Authentic,7.4,4.5,0,4,4.66,7.4,68.3
VWR2218,Feb-2024,41-60,Male,East,Aaj Tak,Anjana Om Kashyap,Economy,Daily,Fake,8.5,8.4,7,0,-2.23,2.2,52.3
VWR2219,Dec-2023,41-60,Male,North,NDTV,Ravish Kumar,Health,Daily,Misleading,5.9,3.2,2,2,1.66,6.9,74.3
VWR2220,Sep-2023,18-25,Male,South,Republic TV,Arnab Goswami,Crime,Daily,Misleading,8.9,9.7,2,2,0.19,5.1,64.4
VWR2221,Sep-2024,41-60,Male,East,News18,Amish Devgan,Politics,Daily,Fake,6.6,8.1,7,0,-1.58,3.5,38.2
VWR2222,Feb-2024,41-60,Male,East,Times Now,Navika Kumar,Politics,Daily,Misleading,6.9,6.8,3,3,0.38,5.2,65.8
VWR2223,Oct-2022,18-25,Male,South,Republic TV,Arnab Goswami,Politics,Weekly,Fake,9.0,9.5,6,0,-2.49,2.9,34.8
VWR2224,Jun-2025,18-25,Female,South,Aaj Tak,Anjana Om Kashyap,Economy,Weekly,Authentic,8.9,8.9,1,9,4.17,7.9,100.0
VWR2225,May-2024,18-25,Male,North,Republic TV,Arnab Goswami,Health,Weekly,Misleading,10.0,9.1,1,2,1.99,5.2,76.1
VWR2226,Nov-2024,26-40,Male,South,Times Now,Rahul Shivshankar,Health,Daily,Authentic,7.1,6.5,0,7,5.0,9.2,88.8
VWR2227,Apr-2024,26-40,Male,Central,Aaj Tak,Anjana Om Kashyap,Health,Daily,Authentic,8.5,7.4,1,3,2.25,6.1,76.9
VWR2228,Dec-2022,26-40,Male,West,Times Now,Navika Kumar,Crime,Weekly,Fake,7.2,6.2,7,1,-2.56,3.3,48.8
VWR2229,Aug-2025,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,8.9,9.2,4,0,-1.67,3.6,50.8
VWR2230,Jul-2022,60+,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,8.8,8.2,0,7,3.03,6.8,81.3
VWR2231,Apr-2023,26-40,Female,Central,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,7.1,4.8,3,1,0.54,4.8,62.0
VWR2232,Aug-2023,18-25,Female,East,Republic TV,Arnab Goswami,Health,Daily,Fake,8.0,9.9,6,1,-2.98,3.4,45.0
VWR2233,May-2024,26-40,Female,East,NDTV,Ravish Kumar,Politics,Daily,Misleading,4.6,3.9,3,2,2.76,6.2,51.2
VWR2234,Nov-2024,26-40,Male,West,Zee News/WION,Palki Sharma,Health,Daily,Misleading,6.3,4.1,3,2,0.49,6.5,68.3
VWR2235,Apr-2024,26-40,Male,South,News18,Amish Devgan,Health,Daily,Fake,7.5,8.3,9,1,-2.84,4.4,34.4
VWR2236,Jul-2022,26-40,Male,South,Times Now,Navika Kumar,Crime,Weekly,Fake,6.4,7.7,8,1,-1.77,3.5,34.7
VWR2237,Oct-2023,18-25,Female,Central,NDTV,Ravish Kumar,Politics,Daily,Authentic,4.3,2.6,0,4,4.44,9.0,95.6
VWR2238,Feb-2023,41-60,Male,East,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,9.0,8.1,1,4,1.72,6.0,70.6
VWR2239,Dec-2024,60+,Female,North,Republic TV,Arnab Goswami,Politics,Occasional,Fake,9.3,10.0,3,1,-1.16,4.3,49.0
VWR2240,Oct-2022,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Misleading,8.2,8.7,2,3,3.37,5.4,68.8
VWR2241,Feb-2022,26-40,Male,North,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.0,3.2,0,3,4.79,8.0,74.3
VWR2242,Oct-2023,41-60,Other,West,Republic TV,Arnab Goswami,Health,Occasional,Authentic,8.7,8.4,0,4,2.86,6.2,74.5
VWR2243,Apr-2023,41-60,Female,South,Times Now,Navika Kumar,Health,Daily,Authentic,7.3,6.6,0,3,2.26,7.6,86.8
VWR2244,Nov-2024,26-40,Female,North,NDTV,Ravish Kumar,Politics,Daily,Fake,5.5,2.6,3,0,-0.37,6.8,44.0
VWR2245,Nov-2025,60+,Female,Central,Zee News/WION,Palki Sharma,Health,Occasional,Authentic,6.7,4.7,0,9,5.0,9.1,99.0
VWR2246,Apr-2025,26-40,Female,North,Times Now,Navika Kumar,Health,Occasional,Misleading,5.8,6.8,2,2,1.51,6.4,64.7
VWR2247,Dec-2025,26-40,Female,North,Republic TV,Arnab Goswami,Health,Daily,Misleading,8.8,10.0,2,2,2.15,4.7,63.9
VWR2248,Nov-2022,41-60,Female,North,Zee News/WION,Palki Sharma,Politics,Weekly,Authentic,5.9,4.8,0,5,3.69,8.6,91.7
VWR2249,Jul-2025,60+,Male,North,Times Now,Navika Kumar,Politics,Weekly,Authentic,7.1,7.7,1,6,4.07,6.0,98.4
VWR2250,Jul-2025,41-60,Female,South,Republic TV,Arnab Goswami,Politics,Daily,Authentic,8.9,10.0,1,5,2.92,7.2,78.5
VWR2251,Sep-2024,18-25,Female,Central,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.6,10.0,4,1,-1.48,3.9,59.6
VWR2252,Oct-2024,26-40,Male,West,NDTV,Ravish Kumar,Health,Daily,Fake,4.9,3.7,6,1,-0.29,4.7,44.8
VWR2253,Sep-2024,26-40,Female,South,News18,Amish Devgan,Health,Occasional,Authentic,7.0,5.9,0,9,5.0,9.2,97.1
VWR2254,Jul-2023,26-40,Female,South,Zee News/WION,Palki Sharma,Economy,Daily,Authentic,6.8,5.4,0,8,5.0,9.4,96.6
VWR2255,Aug-2023,41-60,Male,East,NDTV,Ravish Kumar,Politics,Weekly,Fake,6.7,4.3,8,0,-3.09,3.8,34.3
VWR2256,Oct-2022,41-60,Male,North,Times Now,Navika Kumar,Politics,Daily,Fake,7.0,6.7,9,1,-2.77,3.4,25.2
VWR2257,Jul-2023,41-60,Male,North,Times Now,Navika Kumar,Health,Daily,Fake,7.4,8.2,5,1,-0.49,4.9,59.1
VWR2258,Jul-2025,60+,Female,Central,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,6.6,7.9,6,1,-1.17,4.4,48.1
VWR2259,Dec-2022,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Authentic,7.5,9.3,0,8,5.0,6.8,92.6
VWR2260,Oct-2022,41-60,Male,North,Times Now,Rahul Shivshankar,Crime,Daily,Fake,7.9,8.1,7,0,-3.13,3.2,32.0
VWR2261,Jul-2022,41-60,Female,South,Zee News/WION,Palki Sharma,Politics,Daily,Fake,6.5,5.3,5,0,-0.45,4.0,47.3
VWR2262,Apr-2025,26-40,Male,South,News18,Amish Devgan,Crime,Weekly,Misleading,7.6,5.5,3,2,1.68,5.2,58.1
VWR2263,Nov-2022,41-60,Female,North,NDTV,Ravish Kumar,Politics,Daily,Fake,5.1,3.1,4,0,-0.69,4.7,50.5
VWR2264,Apr-2023,18-25,Male,North,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,7.8,8.2,1,6,1.9,6.4,80.5
VWR2265,Sep-2024,41-60,Male,South,News18,Amish Devgan,Health,Weekly,Misleading,7.9,6.9,4,3,1.58,6.0,52.9
VWR2266,Feb-2025,26-40,Female,West,News18,Amish Devgan,Politics,Weekly,Authentic,7.2,7.3,0,3,2.02,6.2,88.4
VWR2267,May-2023,26-40,Male,North,Times Now,Navika Kumar,Economy,Daily,Authentic,7.3,6.0,0,5,2.96,8.2,74.9
VWR2268,Sep-2025,41-60,Male,South,News18,Amish Devgan,Crime,Weekly,Fake,7.0,8.9,4,1,-0.86,3.7,46.3
VWR2269,Jan-2024,41-60,Male,East,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Fake,7.9,10.0,7,1,-3.12,2.0,45.9
VWR2270,Jun-2025,18-25,Male,Central,Times Now,Navika Kumar,Politics,Daily,Authentic,7.9,6.1,0,8,3.34,9.1,95.5
VWR2271,Jul-2024,18-25,Male,South,Republic TV,Arnab Goswami,Crime,Weekly,Authentic,8.9,9.6,1,5,2.99,6.1,83.8
VWR2272,Jun-2025,26-40,Other,North,Times Now,Rahul Shivshankar,Crime,Daily,Fake,7.8,6.7,9,1,-2.65,4.6,36.5
VWR2273,Jan-2022,26-40,Female,South,Times Now,Navika Kumar,Health,Daily,Authentic,6.4,7.3,1,7,2.81,7.1,79.5
VWR2274,Mar-2025,41-60,Female,West,News18,Amish Devgan,Crime,Daily,Misleading,6.4,7.9,1,2,1.25,6.7,73.4
VWR2275,Aug-2023,60+,Female,North,NDTV,Ravish Kumar,Crime,Daily,Fake,6.5,4.1,6,0,-2.43,4.3,35.9
VWR2276,Sep-2022,26-40,Male,South,News18,Amish Devgan,Economy,Weekly,Authentic,6.8,7.8,0,6,2.95,6.9,94.4
VWR2277,Jul-2025,41-60,Male,North,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,7.2,7.3,0,5,2.81,7.2,74.5
VWR2278,Feb-2022,26-40,Male,North,Times Now,Navika Kumar,Politics,Weekly,Misleading,7.2,6.0,2,3,1.97,6.0,61.2
VWR2279,Jan-2022,41-60,Female,South,News18,Amish Devgan,Crime,Daily,Misleading,6.1,6.1,2,2,2.69,6.1,57.9
VWR2280,Aug-2025,18-25,Female,South,Republic TV,Arnab Goswami,Crime,Daily,Authentic,9.6,9.2,0,6,3.03,7.5,88.5
VWR2281,Mar-2025,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,8.4,7.5,4,0,-0.53,4.6,48.6
VWR2282,May-2022,41-60,Male,East,Times Now,Rahul Shivshankar,Crime,Weekly,Fake,7.8,6.0,5,0,-0.81,4.5,45.9
VWR2283,Dec-2022,18-25,Male,South,Times Now,Navika Kumar,Economy,Occasional,Authentic,7.2,6.0,1,8,2.65,8.9,88.1
VWR2284,Feb-2023,41-60,Female,South,Republic TV,Arnab Goswami,Health,Occasional,Authentic,8.4,8.8,0,8,3.23,7.7,92.6
VWR2285,Mar-2025,41-60,Female,South,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.3,8.7,1,3,3.2,5.6,67.6
VWR2286,Aug-2024,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Misleading,9.8,9.2,4,3,-0.59,4.6,47.4
VWR2287,Apr-2025,26-40,Female,Central,NDTV,Ravish Kumar,Economy,Daily,Authentic,6.0,3.1,1,9,5.0,9.1,81.3
VWR2288,Oct-2025,41-60,Male,Central,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Authentic,8.7,8.7,1,5,2.73,6.8,72.1
VWR2289,Aug-2025,41-60,Female,North,Times Now,Navika Kumar,Economy,Occasional,Authentic,7.7,7.5,1,6,1.45,7.5,79.4
VWR2290,Sep-2022,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,8.8,8.2,3,0,-1.34,5.3,64.7
VWR2291,Jun-2025,26-40,Female,North,News18,Amish Devgan,Health,Daily,Authentic,7.1,7.3,0,4,3.42,6.9,70.8
VWR2292,Jun-2025,41-60,Male,East,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Authentic,8.2,9.1,0,3,1.28,5.3,66.8
VWR2293,Sep-2024,26-40,Male,East,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Misleading,8.8,7.2,4,2,-0.54,5.3,41.4
VWR2294,Jan-2024,18-25,Male,West,Times Now,Navika Kumar,Crime,Daily,Authentic,7.7,4.9,1,9,4.06,8.3,96.5
VWR2295,Feb-2025,26-40,Male,West,Republic TV,Arnab Goswami,Crime,Occasional,Misleading,8.8,9.8,4,3,-0.98,4.6,57.8
VWR2296,Feb-2023,60+,Female,South,Republic TV,Arnab Goswami,Crime,Weekly,Authentic,9.9,9.9,0,3,1.45,6.4,65.1
VWR2297,Sep-2022,41-60,Female,East,Aaj Tak,Anjana Om Kashyap,Health,Daily,Fake,8.7,10.0,8,1,-4.94,3.6,36.3
VWR2298,Mar-2024,60+,Male,West,Republic TV,Arnab Goswami,Health,Daily,Fake,8.8,9.6,3,1,0.32,4.8,51.8
VWR2299,Aug-2025,41-60,Male,East,Republic TV,Arnab Goswami,Economy,Weekly,Fake,9.7,10.0,4,1,-2.36,3.8,62.9
VWR2300,Jul-2023,60+,Male,South,Aaj Tak,Anjana Om Kashyap,Health,Daily,Authentic,8.6,8.6,0,8,4.24,8.0,87.6
VWR2301,Jan-2024,18-25,Female,East,Zee News/WION,Palki Sharma,Crime,Daily,Fake,6.9,5.2,4,0,-1.34,4.7,62.6
VWR2302,Aug-2024,41-60,Female,East,Times Now,Navika Kumar,Politics,Weekly,Authentic,7.1,8.1,0,6,4.44,5.9,87.4
VWR2303,Oct-2023,18-25,Male,East,Times Now,Navika Kumar,Health,Weekly,Misleading,7.2,5.1,3,1,-0.71,6.0,53.3
VWR2304,May-2024,41-60,Male,East,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Authentic,8.9,9.1,1,5,1.75,5.8,76.4
VWR2305,Apr-2024,26-40,Female,West,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.9,5.2,1,4,1.64,8.4,77.3
VWR2306,Aug-2025,26-40,Female,East,Times Now,Rahul Shivshankar,Crime,Weekly,Fake,6.5,7.4,6,1,-3.76,5.4,42.4
VWR2307,Jan-2023,41-60,Male,East,Republic TV,Arnab Goswami,Politics,Occasional,Fake,8.6,10.0,5,0,-1.84,2.8,37.6
VWR2308,Apr-2024,41-60,Female,West,News18,Amish Devgan,Health,Daily,Fake,7.5,7.0,5,1,-1.17,5.1,53.5
VWR2309,Mar-2022,18-25,Female,South,Republic TV,Arnab Goswami,Politics,Weekly,Misleading,9.1,9.5,3,2,0.03,3.1,67.9
VWR2310,Jun-2024,41-60,Female,North,Times Now,Rahul Shivshankar,Politics,Occasional,Fake,7.2,7.2,8,1,-2.24,4.0,44.7
VWR2311,Nov-2022,26-40,Female,North,Times Now,Navika Kumar,Economy,Weekly,Authentic,6.5,5.0,0,9,5.0,9.2,95.2
VWR2312,Feb-2022,26-40,Male,East,NDTV,Ravish Kumar,Health,Weekly,Authentic,5.3,2.6,1,3,2.42,7.0,80.2
VWR2313,Sep-2022,41-60,Female,East,Times Now,Navika Kumar,Health,Daily,Authentic,6.2,5.9,1,9,5.0,8.5,95.0
VWR2314,Sep-2024,26-40,Male,Central,News18,Amish Devgan,Crime,Weekly,Misleading,6.9,8.2,3,2,-0.3,4.3,57.7
VWR2315,Feb-2024,60+,Male,South,NDTV,Ravish Kumar,Health,Weekly,Fake,5.5,4.2,4,0,0.35,6.1,44.5
VWR2316,Apr-2023,18-25,Male,South,Republic TV,Arnab Goswami,Health,Weekly,Fake,8.7,9.8,5,1,-2.05,3.8,55.9
VWR2317,Jan-2024,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Occasional,Authentic,8.7,9.5,1,4,1.75,6.7,61.5
VWR2318,Jan-2022,41-60,Male,North,Times Now,Rahul Shivshankar,Economy,Daily,Authentic,7.7,7.1,0,5,3.84,5.9,93.6
VWR2319,Sep-2023,26-40,Female,West,Times Now,Rahul Shivshankar,Politics,Daily,Fake,8.5,8.2,5,0,-0.02,3.3,46.0
VWR2320,Aug-2023,26-40,Female,North,Times Now,Rahul Shivshankar,Economy,Daily,Fake,6.7,7.2,6,1,-2.61,3.9,39.7
VWR2321,May-2022,41-60,Female,East,NDTV,Ravish Kumar,Crime,Weekly,Authentic,6.4,3.5,1,5,2.53,8.4,72.8
VWR2322,May-2023,41-60,Male,West,News18,Amish Devgan,Crime,Daily,Misleading,7.5,7.3,1,3,1.64,6.3,68.0
VWR2323,Apr-2025,26-40,Male,South,News18,Amish Devgan,Politics,Weekly,Authentic,6.6,8.0,0,5,2.55,7.0,88.1
VWR2324,Feb-2025,26-40,Female,West,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Misleading,8.8,8.5,4,3,0.51,4.5,62.0
VWR2325,Jan-2022,18-25,Male,South,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,6.3,5.8,0,8,5.0,7.0,89.3
VWR2326,Jan-2023,18-25,Other,South,NDTV,Ravish Kumar,Economy,Daily,Authentic,5.9,2.6,0,3,2.43,7.5,71.2
VWR2327,Jun-2023,26-40,Male,Central,Zee News/WION,Palki Sharma,Economy,Occasional,Fake,7.3,4.1,6,0,-1.02,6.1,43.5
VWR2328,Apr-2022,18-25,Female,West,Republic TV,Arnab Goswami,Economy,Weekly,Authentic,9.5,10.0,1,7,4.58,5.9,100.0
VWR2329,Nov-2025,41-60,Male,North,News18,Amish Devgan,Politics,Occasional,Authentic,7.3,7.4,1,6,2.53,7.1,100.0
VWR2330,Feb-2023,41-60,Female,North,Republic TV,Arnab Goswami,Economy,Weekly,Authentic,9.0,9.1,0,4,2.74,6.1,87.4
VWR2331,Dec-2025,60+,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,8.0,9.5,0,9,2.89,7.5,90.3
VWR2332,May-2022,41-60,Female,South,Republic TV,Arnab Goswami,Economy,Daily,Misleading,9.1,9.0,3,1,-0.79,3.5,62.5
VWR2333,Sep-2024,60+,Other,Central,News18,Amish Devgan,Politics,Occasional,Authentic,7.6,7.3,1,6,3.44,7.6,76.0
VWR2334,Feb-2024,26-40,Male,East,News18,Amish Devgan,Crime,Weekly,Fake,6.2,8.6,8,1,-3.28,3.2,34.7
VWR2335,Apr-2022,41-60,Female,South,Republic TV,Arnab Goswami,Economy,Daily,Fake,8.7,10.0,5,0,-2.16,4.9,55.9
VWR2336,Jun-2024,60+,Male,Central,Times Now,Rahul Shivshankar,Economy,Weekly,Authentic,7.6,8.5,1,3,0.98,5.4,69.5
VWR2337,May-2023,41-60,Female,South,Times Now,Rahul Shivshankar,Health,Daily,Misleading,7.0,7.0,1,3,2.91,6.9,69.2
VWR2338,Apr-2024,18-25,Male,South,Times Now,Rahul Shivshankar,Health,Daily,Fake,7.1,8.2,3,1,-0.67,4.4,52.5
VWR2339,Jun-2022,41-60,Female,Central,Republic TV,Arnab Goswami,Politics,Daily,Misleading,9.0,8.7,1,2,0.13,6.6,61.5
VWR2340,Mar-2024,60+,Female,West,Times Now,Rahul Shivshankar,Health,Occasional,Misleading,6.8,6.5,1,2,1.52,6.6,65.9
VWR2341,Dec-2024,41-60,Male,West,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,6.0,3.1,1,7,5.0,7.9,91.4
VWR2342,Jul-2022,26-40,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.6,10.0,9,1,-3.56,3.5,37.9
VWR2343,Jan-2022,41-60,Male,West,Republic TV,Arnab Goswami,Politics,Daily,Fake,8.5,8.8,3,1,-0.87,5.0,58.9
VWR2344,Oct-2022,60+,Female,North,Times Now,Rahul Shivshankar,Politics,Daily,Fake,6.7,7.1,9,0,-2.45,2.9,38.4
VWR2345,Jan-2023,18-25,Male,East,NDTV,Ravish Kumar,Health,Weekly,Fake,5.5,2.8,9,1,-2.62,3.9,18.7
VWR2346,May-2025,41-60,Female,Central,News18,Amish Devgan,Politics,Daily,Authentic,7.4,8.1,0,7,2.66,8.1,89.9
VWR2347,Aug-2024,26-40,Female,South,News18,Amish Devgan,Crime,Daily,Fake,6.9,7.2,9,1,-2.96,4.7,26.8
VWR2348,Feb-2023,41-60,Female,West,Times Now,Rahul Shivshankar,Politics,Occasional,Authentic,7.3,6.2,0,8,4.75,9.0,100.0
VWR2349,Sep-2024,41-60,Female,South,Times Now,Navika Kumar,Crime,Daily,Fake,7.2,7.2,4,0,-1.2,5.1,47.0
VWR2350,Jun-2024,18-25,Male,North,Republic TV,Arnab Goswami,Health,Daily,Fake,8.3,8.4,6,0,-1.77,4.0,46.9
VWR2351,Sep-2022,18-25,Female,West,News18,Amish Devgan,Health,Daily,Authentic,7.2,6.8,1,4,2.18,7.3,83.0
